etID  | Input | Output {GOLD}
276    | #kˈippus# | #θˈews# {GOLD: #θˈepo#}
277    | #kˈirkulum# | #θˈeɾt͡ʃo# {GOLD: #θˈeɾt͡ʃo#}
278    | #kˈirkum# | #θˈeɾko# {GOLD: #θˈeɾko#}
279    | #kˈirkɑm# | #θˈeɾkɑ# {GOLD: #θˈeɾkɑ#}
280    | #kˈirrum# | #θˈerɾo# {GOLD: #θˈero#}
281    | #kˈist̪ɑm# | #θˈes̪t̪ɑ# {GOLD: #θˈest̪ɑ#}
282    | #kˈoksum# | #kwˈexo# {GOLD: #kˈoxo#}
283    | #kˈokt̪um# | #kwˈet͡ʃo# {GOLD: #kˈot͡ʃo#}
284    | #kˈolliɡis# | #kwˈelʝs# {GOLD: #kˈoxes#}
285    | #kˈollum# | #kwˈel# {GOLD: #kwˈeʝo#}
286    | #kˈomit̪em# | #kxʷwt̪e# {GOLD: #kˈon̪d̪e#}
287    | #kˈompt̪um# | #kˈon̪t̪o# {GOLD: #kwˈen̪t̪o#}
288    | #kˈon̪kʰulɑm# | #kˈoŋt͡ʃɑ# {GOLD: #kon̪t͡ʃɑ#}
289    | #kˈon̪kʰɑm# | #kˈoŋkʰɑ# {GOLD: #kwˈen̪kɑ#}
290    | #kˈon̪t̪rɑ# | #kˈon̪t̪ɾɑ# {GOLD: #kˈon̪t̪ɾɑ#}
291    | #kˈopʰin̪um# | #kwbʰn̪o# {GOLD: #kwˈebɑn̪o#}
292    | #kˈorium# | #kˈoɾxo# {GOLD: #kwˈeɾo#}
293    | #kˈorn̪uː# | #kxʷɾn̪o# {GOLD: #kwˈeɾn̪o#}
294    | #kˈorpus# | #kxʷɾws# {GOLD: #kwˈeɾpo#}
295    | #kˈorwum# | #kxʷɾβo# {GOLD: #kwˈeɾbo#}
296    | #kˈost̪ɑm# | #kws̪t̪ɑ# {GOLD: #kwˈest̪ɑ#}
297    | #kˈoːlupum# | #kwˈipo# {GOLD: #ɡˈolpe#}
298    | #kˈoːn̪suoː# | #kˈuθo̯ɣʷo# {GOLD: #koso#}
299    | #kˈoːrt̪em# | #kˈoɾt̪e# {GOLD: #kˈoɾt̪e#}
300    | #kˈoːɡit̪ɑt̪# | #kˈuzd̪ɑ# {GOLD: #kwˈid̪ɑ#}
301    | #kˈubit̪um# | #kˈowd̪o# {GOLD: #kˈod̪o#}
302    | #kˈubum# | #kˈoo# {GOLD: #kˈubo#}
303    | #kˈuium# | #kˈiʝo# {GOLD: #kˈuʝo#}
304    | #kˈulkit̪ɑm# | #kwˈizd̪ɑ# {GOLD: #kˈolt͡ʃɑ#}
305    | #kˈulmin̪em# | #kˈoɲe# {GOLD: #kˈumbɾe#}
306    | #kˈulpɑm# | #kwˈipɑ# {GOLD: #kulpɑ#}
307    | #kˈum# | #kˈon̪# {GOLD: #kˈon̪#}
308    | #kˈumulum# | #kˈomlo# {GOLD: #kˈolmo#}
309    | #kˈun̪n̪um# | #kˈoɲo# {GOLD: #kˈoɲo#}
310    | #kˈun̪eum# | #kˈuɲo# {GOLD: #kˈuɲo#}
311    | #kˈun̪eɑm# | #kˈuɲɑ# {GOLD: #kˈuɲɑ#}
312    | #kˈurrum# | #kˈorɾo# {GOLD: #kˈoro#}
313    | #kˈursum# | #kˈoɾθo# {GOLD: #kˈoso#}
314    | #kˈurt̪um# | #kˈoɾt̪o# {GOLD: #kˈoɾt̪o#}
315    | #kˈuːn̪ɑm# | #kˈun̪ɑ# {GOLD: #kˈun̪ɑ#}
316    | #kˈuːpɑ# | #kˈubɑ# {GOLD: #kˈubɑ#}
317    | #kˈuːrɑm# | #kˈuɾɑ# {GOLD: #kuɾɑ#}
318    | #kˈɑlikem# | #kˈɑlθe̯ʝe# {GOLD: #kˈɑwθe#}
319    | #kˈɑlkem# | #kˈoθe# {GOLD: #kˈoθ#}
320    | #kˈɑlkeɑm# | #kˈoθɑ# {GOLD: #kˈɑlθɑ#}
321    | #kˈɑlle# | #kˈol# {GOLD: #kˈɑʝe#}
322    | #kˈɑlwum# | #kˈoβo# {GOLD: #kˈɑlbo#}
323    | #kˈɑmpum# | #kˈɑwpo# {GOLD: #kˈɑmpo#}
324    | #kˈɑn̪d̪id̪um# | #kˈɑn̪d̪d̪o# {GOLD: #kˈɑn̪d̪id̪o#}
325    | #kˈɑn̪krum# | #kˈɑŋkɾo# {GOLD: #kˈɑn̪ɡɾo#}
326    | #kˈɑn̪n̪ɑm# | #kˈɑɲɑ# {GOLD: #kˈɑɲɑ#}
327    | #kˈɑn̪t̪um# | #kˈɑn̪t̪o# {GOLD: #kˈɑn̪t̪o#}
328    | #kˈɑn̪t̪ʰulum# | #kˈɑn̪t͡ʃo# {GOLD: #kˈɑn̪t͡ʃo#}
329    | #kˈɑn̪t̪ʰɑrum# | #kˈɑn̪t̪ʰɾo# {GOLD: #kˈɑn̪t̪ɑɾo#}
330    | #kˈɑpit̪# | #kˈɑbe# {GOLD: #kˈɑbe#}
331    | #kˈɑpiɑm# | #kˈɑbe̯ʝɑ# {GOLD: #kˈepɑ#}
332    | #kˈɑpreum# | #kˈɑbɾxo# {GOLD: #kˈɑbɾjo#}
333    | #kˈɑprɑ# | #kˈɑbɾɑ# {GOLD: #kˈɑbɾɑ#}
334    | #kˈɑpt̪ioː# | #kˈɑθo# {GOLD: #kˈɑθo#}
335    | #kˈɑput̪# | #kˈɑbo# {GOLD: #kˈɑbo#}
336    | #kˈɑrkerem# | #kˈɑɾkɾe# {GOLD: #kˈɑɾθel#}
337    | #kˈɑrn̪em# | #kˈɑɾn̪e# {GOLD: #kˈɑɾn̪em#}
338    | #kˈɑseum# | #kˈɑθe̯xo# {GOLD: #kˈeso#}
339    | #kˈɑsɑm# | #kˈɑθɑ# {GOLD: #kˈɑsɑ#}
340    | #kˈɑt̪t̪ium# | #kˈɑθo# {GOLD: #kˈɑθo#}
341    | #kˈɑt̪t̪um# | #kˈɑt̪o# {GOLD: #ɡˈɑt̪o#}
342    | #kˈɑwet̪# | #kˈɑβe# {GOLD: #kˈɑbe#}
343    | #kˈɑwlem# | #kˈol# {GOLD: #kˈol#}
344    | #kˈɑwsɑm# | #kˈoθɑ# {GOLD: #kˈosɑ#}
345    | #kˈɑwt̪o# | #kˈod̪o# {GOLD: #kˈot̪o#}
346    | #kˈɑwt̪ɑrium# | #kˈod̪ɾxo# {GOLD: #kot̪ˈeɾo#}
347    | #kˈɑːn̪ɑ# | #kˈɑn̪ɑ# {GOLD: #kˈɑn̪ɑ#}
348    | #kˈɑːrum# | #kˈɑɾ# {GOLD: #kˈɑɾo#}
349    | #kˈɑːseum# | #kˈɑθe̯xo# {GOLD: #kˈeso#}
350    | #kˈɑːsum# | #kˈɑθo# {GOLD: #kˈɑso#}
351    | #kˌae̯mˈen̪t̪um# | #θae̯mˈen̪t̪o# {GOLD: #θimjˈen̪t̪o#}
352    | #kˌen̪t̪ˈeːn̪um# | #θen̪t̪ˈen̪# {GOLD: #θen̪t̪ˈen̪o#}
353    | #kˌepˈullɑ# | #θibwˈelɑ# {GOLD: #θebˈoʝɑ#}
354    | #kˌerˈeolɑ# | #θiɾjɣʷlɑ# {GOLD: #θiɾwˈelɑ#}
355    | #kˌeːpˈullɑ# | #θibwˈelɑ# {GOLD: #θeboʝɑ#}
356    | #kˌeːrˈeolum# | #θiɾjɣʷlo# {GOLD: #θiɾwˈelo#}
357    | #kˌeːrˈeolɑ# | #θiɾjɣʷlɑ# {GOLD: #θiɾwˈelɑ#}
358    | #kˌibˈɑːt̪ɑm# | #θebˈɑd̪ɑ# {GOLD: #θebˈɑd̪ɑ#}
359    | #kˌikɑːt̪rˈiːkem# | #θeɡɑd̪ɾˈiθe̯ʝe# {GOLD: #θikɑt̪ɾˈiθ#}
360    | #kˌikˈoːn̪iɑm# | #θeɡˈuɲɑ# {GOLD: #θiɡwˈeɲɑ#}
361    | #kˌin̪erˈɑːt̪ɑ# | #θen̪d̪ɾˈɑd̪ɑ# {GOLD: #θen̪d̪ɾˈɑd̪ɑ#}
362    | #kˌin̪kt̪uːrˈɑːt̪um# | #θin̪t̪ɾˈɑd̪o# {GOLD: #θin̪t̪ɾˈɑd̪o#}
363    | #kˌin̪kt̪ˈuːrɑ# | #θin̪t̪ˈuɾɑ# {GOLD: #θin̪t̪ˈuɾɑ#}
364    | #kˌiːwit̪ˈɑːt̪em# | #θiwd̪ˈɑd̪e# {GOLD: #θjud̪ˈɑd̪#}
365    | #kˌokwiːn̪ˈɑːrius# | #kweβn̪ˈɑɾxs# {GOLD: #koθin̪ˈeɾo#}
366    | #kˌokwˈiːn̪ɑ# | #kweβˈin̪ɑ# {GOLD: #koθˈin̪ɑ#}
367    | #kˌokʰleˈɑːrɑm# | #kwexˈɑɾɑ# {GOLD: #kut͡ʃˈɑɾɑ#}
368    | #kˌollokˈɑt̪# | #kwelɡˈɑ# {GOLD: #kwˈelɡɑ#}
369    | #kˌollokˈɑːre# | #kwelɡˈɑɾ# {GOLD: #kolɡˈɑɾ#}
370    | #kˌollˈiːn̪ɑm# | #kwelˈin̪ɑ# {GOLD: #kolˈin̪ɑ#}
371    | #kˌolˈobrɑ# | #kxʷlwbɾɑ# {GOLD: #kulˈebɾɑ#}
372    | #kˌolˈoːrem# | #kxʷlˈoɾ# {GOLD: #kolˈoɾ#}
373    | #kˌomit̪ˈissɑ# | #kxʷwt̪ˈeθɑ# {GOLD: #kon̪d̪ˈesɑ#}
374    | #kˌomit̪ˈɑːt̪um# | #kxʷwt̪ˈɑd̪o# {GOLD: #kon̪d̪ˈɑd̪o#}
375    | #kˌommˈuːn̪em# | #kxʷmˈun̪# {GOLD: #komˈun̪#}
376    | #kˌomperˈɑːre# | #kowbɾˈɑɾ# {GOLD: #kompɾˈɑɾ#}
377    | #kˌomput̪ˈɑːre# | #kowwt̪ˈɑɾ# {GOLD: #kon̪t̪ˈɑɾ#}
378    | #kˌompˈɑn̪ikum# | #kowpˈɑn̪ɡo# {GOLD: #kompˈɑn̪ɡo#}
379    | #kˌon̪d̪ˈukt̪um# | #kun̪d̪wˈit͡ʃo# {GOLD: #kon̪d̪ˈut͡ʃo#}
380    | #kˌon̪kˈilium# | #kwiθˈexo# {GOLD: #kon̪θˈexo#}
381    | #kˌon̪st̪ˈɑːre# | #kos̪t̪ˈɑɾ# {GOLD: #kost̪ˈɑɾ#}
382    | #kˌon̪sut̪ˈuːrɑ# | #kost̪ˈuɾɑ# {GOLD: #kost̪ˈuɾɑ#}
383    | #kˌon̪t̪rˈɑkt̪um# | #kun̪t̪ɾjˈet͡ʃo# {GOLD: #kon̪t̪ɾˈet͡ʃo#}
384    | #kˌon̪t̪rˈɑːrium# | #kun̪t̪ɾˈɑɾxo# {GOLD: #kon̪t̪ɾˈɑɾjo#}
385    | #kˌon̪t̪ˈempt̪um# | #kon̪t̪ˈen̪t̪o# {GOLD: #kon̪t̪ˈen̪t̪o#}
386    | #kˌon̪t̪ˌin̪ˈeːre# | #kon̪d̪ɾt̪ˈeɾ# {GOLD: #kon̪t̪en̪ˈeɾ#}
387    | #kˌord̪ˈolium# | #kxʷɾd̪ˈoxo# {GOLD: #koɾd̪ˈoxo#}
388    | #kˌorn̪ˈikulɑm# | #kxʷɾn̪jˈelɑ# {GOLD: #koɾn̪ˈexɑ#}
389    | #kˌorrˈiɡiɑm# | #korɾˈiʝɑ# {GOLD: #korˈeɑ#}
390    | #kˌorrˈupt̪ium# | #kxʷrɾˈuθo# {GOLD: #korˈoθo#}
391    | #kˌort̪ˈikeɑ# | #koɾt̪ˈiθe̯ʝɑ# {GOLD: #koɾt̪ˈeθɑ#}
392    | #kˌorˈoːn̪ɑm# | #kxʷɾˈon̪ɑ# {GOLD: #koɾˈon̪ɑ#}
393    | #kˌorˈɑmin̪e# | #kxʷɾˈɑɲe# {GOLD: #koɾˈɑmbɾe#}
394    | #kˌoriˈɑːkeɑm# | #koɾʝˈɑθe̯ʝɑ# {GOLD: #koɾˈɑθɑ#}
395    | #kˌoˈopert̪um# | #kxʷeˈobɾt̪o# {GOLD: #kubjˈeɾt̪o#}
396    | #kˌoˈɑːɡulum# | #koˈɑxo# {GOLD: #kwˈɑxo#}
397    | #kˌoːn̪sˈilium# | #koθˈexo# {GOLD: #kon̪sˈexo#}
398    | #kˌoːperˈiːre# | #kobɾˈiɾ# {GOLD: #kobɾˈiɾ#}
399    | #kˌoːt̪urn̪ˈiːkem# | #kud̪ɾn̪ˈiθe̯ʝe# {GOLD: #kod̪oɾn̪ˈiθ#}
400    | #kˌoːɡit̪ˈɑːre# | #kuzd̪ˈɑɾ# {GOLD: #kwid̪ˈɑɾ#}
401    | #kˌubˈikulum# | #kubjˈel# {GOLD: #kobˈiʝo#}
402    | #kˌukˈullum# | #kuɡwˈel# {GOLD: #koɡˈoʝo#}
403    | #kˌult̪rˈɑːle# | #kwid͡ʒɾˈɑl# {GOLD: #kwit̪ɾˈɑl#}
404    | #kˌult̪ˈellum# | #kwit͡ʃʎo# {GOLD: #kut͡ʃˈiʝo#}
405    | #kˌummˈiːn̪um# | #komˈin̪# {GOLD: #komˈin̪o#}
406    | #kˌun̪ˈikulum# | #kun̪jˈel# {GOLD: #kon̪ˈexo#}
407    | #kˌupid̪ˈit̪iɑm# | #kowʝˈiθe̯ʝɑ# {GOLD: #kod̪ˈiθjɑ#}
408    | #kˌuskˈulium# | #koskˈuxo# {GOLD: #koskˈoxo#}
409    | #kˌuːrˈɑːre# | #kuɾˈɑɾ# {GOLD: #kuɾˈɑɾ#}
410    | #kˌɑbˈɑllum# | #kɑbˈol# {GOLD: #kɑbˈɑʝo#}
411    | #kˌɑd̪ˈere# | #kɑʝɾe# {GOLD: #kɑˈeɾ#}
412    | #kˌɑld̪ˈɑːrium# | #kod̪ˈɑɾxo# {GOLD: #kɑld̪ˈeɾo#}
413    | #kˌɑllˈikulɑ# | #kuljˈelɑ# {GOLD: #kɑʝˈexɑ#}
414    | #kˌɑlˈoːrem# | #kɑlˈoɾ# {GOLD: #kɑlˈoɾ#}
415    | #kˌɑmpsˈɑːre# | #kɑwθˈɑɾ# {GOLD: #kɑn̪sˈɑɾ#}
416    | #kˌɑn̪n̪ˈiːkium# | #kɑɲˈiθe̯xo# {GOLD: #kɑɲˈiθo#}
417    | #kˌɑn̪ˈit̪iɑm# | #kɑn̪ˈiθe̯ʝɑ# {GOLD: #kɑn̪ˈeθɑ#}
418    | #kˌɑpillɑt̪ˈuːrɑ# | #kɑbʎɑd̪ˈuɾɑ# {GOLD: #kɑbeʝɑd̪ˈuɾɑ#}
419    | #kˌɑpit̪ˈellum# | #kɑwd̪ʝʎo# {GOLD: #kɑwd̪ˈiʝo#}
420    | #kˌɑpit̪ˈɑːlem# | #kɑwd̪ˈɑl# {GOLD: #kɑwd̪ˈɑl#}
421    | #kˌɑppˈellɑ# | #kɑwçʎɑ# {GOLD: #kɑpˈiʝɑ#}
422    | #kˌɑprˈɑːrium# | #kɑbɾˈɑɾxo# {GOLD: #kɑbɾˈeɾo#}
423    | #kˌɑpsˈeolɑ# | #kɑθjɣʷlɑ# {GOLD: #kɑxwˈelɑ#}
424    | #kˌɑpt̪iˈɑːre# | #kɑθˈɑɾ# {GOLD: #kɑθˈɑɾ#}
425    | #kˌɑpt̪ˈɑːre# | #kɑt̪ˈɑɾ# {GOLD: #kɑt̪ˈɑɾ#}
426    | #kˌɑpˈillum# | #kɑbˈeʎo# {GOLD: #kɑbˈeʝo#}
427    | #kˌɑpˈist̪rum# | #kɑbˈes̪t̪ɾo# {GOLD: #kɑbˈest̪ɾo#}
428    | #kˌɑpˈit̪iɑ# | #kɑbˈiθe̯ʝɑ# {GOLD: #kɑbˈeθɑ#}
429    | #kˌɑpˈit̪ulum# | #kɑbˈeld̪o# {GOLD: #kɑbˈild̪o#}
430    | #kˌɑpˈɑn̪n̪ɑm# | #kɑbˈɑɲɑ# {GOLD: #kɑbˈɑɲɑ#}
431    | #kˌɑrbˈoːn̪em# | #kɑɾbˈon̪# {GOLD: #kɑɾbˈon̪#}
432    | #kˌɑrn̪ˈiːkeɑ# | #kɑɾn̪ˈiθe̯ʝɑ# {GOLD: #kɑɾn̪ˈiθɑ#}
433    | #kˌɑrrikˈɑːre# | #kɑrɾɡˈɑɾ# {GOLD: #kɑɾɡˈɑɾ#}
434    | #kˌɑseˈɑːrium# | #kɑθe̯ʝˈɑɾxo# {GOLD: #kesˈeɾo#}
435    | #kˌɑst̪ˈellum# | #kɑs̪t̪çʎo# {GOLD: #kɑst̪ˈiʝo#}
436    | #kˌɑst̪ˈiːkeum# | #kɑs̪t̪ˈiθe̯xo# {GOLD: #kɑst̪ˈiθo#}
437    | #kˌɑst̪ˈɑn̪eɑ# | #kɑs̪t̪ˈɑɲɑ# {GOLD: #kɑst̪ˈɑɲɑ#}
438    | #kˌɑsˈɑːrium# | #kɑθˈɑɾxo# {GOLD: #kɑsˈeɾo#}
439    | #kˌɑt̪eːn̪ˈɑːt̪um# | #kɑn̪d̪ˈɑd̪o# {GOLD: #kɑn̪d̪ˈɑd̪o#}
440    | #kˌɑt̪ˈeːn̪ɑm# | #kɑd̪ˈen̪ɑ# {GOLD: #kɑd̪ˈen̪ɑ#}
441    | #kˌɑːrit̪ˈɑːt̪em# | #kɑɾt̪ˈɑd̪e# {GOLD: #kɑɾid̪ˈɑd̪#}
442    | #kˌɑːseˈɑːriɑm# | #kɑθe̯ʝˈɑɾʝɑ# {GOLD: #kesˈeɾɑ#}
443    | #kʰˈɑrt̪ɑ# | #kʰˈɑɾt̪ɑ# {GOLD: #kˈɑɾt̪ɑ#}
444    | #lˈɑn̪kulɑ# | #lˈɑŋt͡ʃɑ# {GOLD: #lˈɑn̪t͡ʃɑ#}
445    | #lˈekt̪um# | #ljˈet͡ʃo# {GOLD: #lˈet͡ʃo#}
446    | #lˈen̪d̪in̪em# | #lˈen̪d̪ɾd̪e# {GOLD: #ljˈen̪d̪ɾe#}
447    | #lˈen̪t̪eum# | #lˈin̪θo# {GOLD: #ljˈen̪θo#}
448    | #lˈeporem# | #lʝbɾe# {GOLD: #ljˈebɾe#}
449    | #lˈewoː# | #lʝβo# {GOLD: #ʝˈebo#}
450    | #lˈeːɡem# | #lˈeθe# {GOLD: #lˈej#}
451    | #lˈibrum# | #lˈebɾo# {GOLD: #lˈibɾo#}
452    | #lˈiksɑm# | #ljˈexɑ# {GOLD: #lˈixɑ#}
453    | #lˈimpid̪um# | #lˈiwwt̪o# {GOLD: #lˈimpjo#}
454    | #lˈin̪ɡwɑm# | #lˈiŋɡβɑ# {GOLD: #lˈen̪ɡwɑ#}
455    | #lˈit̪t̪erɑm# | #lˈed̪ɾɑ# {GOLD: #lˈet̪ɾɑ#}
456    | #lˈiɡn̪um# | #lˈeɲo# {GOLD: #lˈeɲo#}
457    | #lˈiɡn̪ɑ# | #lˈeɲɑ# {GOLD: #lˈeɲɑ#}
458    | #lˈiːmɑ# | #lˈimɑ# {GOLD: #lˈimɑ#}
459    | #lˈiːn̪um# | #lˈin̪# {GOLD: #lˈin̪o#}
460    | #lˈiːt̪em# | #lˈid̪e# {GOLD: #lˈid̪#}
461    | #lˈokum# | #lwɡo# {GOLD: #lwˈeɡo#}
462    | #lˈon̪ɡum# | #lˈoŋɡo# {GOLD: #lwˈen̪ɡo#}
463    | #lˈukrum# | #lwˈeɾ# {GOLD: #lˈoɡɾo#}
464    | #lˈuksum# | #lwˈixo# {GOLD: #lˈuxo#}
465    | #lˈukt̪ɑm# | #lwˈit͡ʃɑ# {GOLD: #lˈut͡ʃɑ#}
466    | #lˈumbum# | #lˈuwbo# {GOLD: #lˈomo#}
467    | #lˈupum# | #lˈobo# {GOLD: #lˈobo#}
468    | #lˈut̪um# | #lˈod̪o# {GOLD: #lˈod̪o#}
469    | #lˈuːkem# | #lˈuθe̯ʝe# {GOLD: #lˈuθ#}
470    | #lˈuːkid̪um# | #lˈuθe̯ʝd̪o# {GOLD: #lˈuθjo#}
471    | #lˈuːkium# | #lˈuθe̯xo# {GOLD: #lˈuθjo#}
472    | #lˈuːkt̪ɑm# | #lwˈit͡ʃɑ# {GOLD: #lˈut͡ʃɑ#}
473    | #lˈuːmin̪em# | #lˈuɲe# {GOLD: #lˈumbɾe#}
474    | #lˈuːn̪ɑm# | #lˈun̪ɑ# {GOLD: #lˈun̪ɑ#}
475    | #lˈɑbium# | #lˈɑwxo# {GOLD: #lˈɑbjo#}
476    | #lˈɑiːkum# | #ljˈeɡo# {GOLD: #lˈeɡo#}
477    | #lˈɑkrimɑm# | #ljˈeɾmɑ# {GOLD: #lˈɑɡɾimɑ#}
478    | #lˈɑksius# | #lˈixxs# {GOLD: #lˈexos#}
479    | #lˈɑksos# | #lˈixs# {GOLD: #lˈexos#}
480    | #lˈɑkt̪em# | #ljˈet͡ʃe# {GOLD: #lˈet͡ʃe#}
481    | #lˈɑkum# | #lˈɑɡo# {GOLD: #lˈɑɡo#}
482    | #lˈɑkweum# | #ljˈewxo# {GOLD: #lˈɑθo#}
483    | #lˈɑmboː# | #lˈɑwbo# {GOLD: #lˈɑmo#}
484    | #lˈɑn̪keɑm# | #ljˈeθɑ# {GOLD: #lˈɑn̪θɑ#}
485    | #lˈɑrɡum# | #lˈɑɾɡo# {GOLD: #lˈɑɾɡo#}
486    | #lˈɑt̪us# | #lˈɑs̪s# {GOLD: #lˈɑd̪o#}
487    | #lˈɑwsiɑm# | #lˈozʝɑ# {GOLD: #lˈosɑ#}
488    | #lˈɑwt̪iɑm# | #lˈoθɑ# {GOLD: #lˈoθɑ#}
489    | #lˌae̯siˈoːn̪em# | #lajθˈon̪# {GOLD: #lesjˈon̪#}
490    | #lˌemikˈɑn̪eɑ# | #lʝwɡˈɑɲɑ# {GOLD: #leɡˈɑɲɑ#}
491    | #lˌen̪t̪ˈikulɑ# | #len̪t̪jˈelɑ# {GOLD: #len̪t̪ˈexɑ#}
492    | #lˌeɡˈen̪d̪ɑm# | #lʝeˈen̪d̪ɑ# {GOLD: #lejˈen̪d̪ɑ#}
493    | #lˌeɡˈuːmin̪em# | #lʝɡˈuɲe# {GOLD: #leɡˈumbɾe#}
494    | #lˈeːɡem# | #lˈeθe# {GOLD: #lˈej#}
495    | #lˌeːɡˈit̪imum# | #leθˈewd̪o# {GOLD: #lˈin̪d̪o#}
496    | #lˌibert̪ˈɑːt̪em# | #lebɾt̪ˈɑd̪e# {GOLD: #libeɾt̪ˈɑd̪#}
497    | #lˌiksˈiːwɑ# | #ljexˈiβɑ# {GOLD: #lexˈiɑ#}
498    | #lˌit̪t̪erˈɑːt̪us# | #led̪ɾˈɑs̪s# {GOLD: #let̪ɾˈɑd̪o#}
499    | #lˌiɡˈɑːre# | #leˈɑɾ# {GOLD: #liˈɑɾ#}
500    | #lˌiːmit̪ˈɑːre# | #liwt̪ˈɑɾ# {GOLD: #lin̪d̪ˈɑɾ#}
501    | #lˌiːt̪iɡˈɑːre# | #lis̪ʝˈɑɾ# {GOLD: #lid̪iˈɑɾ#}
502    | #lˌiːt̪iɡˈɑːre# | #lis̪ʝˈɑɾ# {GOLD: #lid̪jˈɑɾ#}
503    | #lˌokˈellum# | #luθe̯ʝʎo# {GOLD: #luθˈiʝo#}
504    | #lˌokˈɑːlem# | #lwɡˈɑl# {GOLD: #luɡˈɑɾ#}
505    | #lˌukrˈɑːri# | #lweɾˈɑɾ# {GOLD: #loɡɾˈɑɾ#}
506    | #lˌumbrˈiːkem# | #luwbɾˈiθe̯ʝe# {GOLD: #lombɾˈiθ#}
507    | #lˌɑkt̪ˈuːkɑm# | #ljet͡ʃˈuɡɑ# {GOLD: #let͡ʃˈuɡɑ#}
508    | #lˌɑkweˈɑːre# | #ljewʝˈɑɾ# {GOLD: #lɑθˈɑɾ#}
509    | #lˌɑlˈumn̪iɑ# | #ʎˈuɲɑ# {GOLD: #kɑlˈoɲɑ#}
510    | #lˌɑt̪erˈellum# | #lɑd̪ɾʝʎo# {GOLD: #lɑd̪ɾˈiʝo#}
511    | #lˌɑt̪rˈoːn̪em# | #lɑd̪ɾˈon̪# {GOLD: #lɑd̪ɾon̪#}
512    | #lˌɑt̪ˈiːn̪um# | #lɑd̪ˈin̪# {GOLD: #lɑd̪ˈin̪o#}
513    | #lˌɑwd̪ˈɑːre# | #lɑɣʷˈɑɾ# {GOLD: #loˈɑɾ#}
514    | #lˌɑːt̪rˈɑːre# | #lɑd̪ɾˈɑɾ# {GOLD: #lɑd̪ɾˈɑɾ#}
515    | #mˌɑt̪ˈɑksɑ# | #mɑd̪jˈexɑ# {GOLD: #mɑd̪ˈexɑ#}
516    | #mˈed̪ium# | #mˈeθo# {GOLD: #mˈed̪jo#}
517    | #mˈel# | #wʝl# {GOLD: #mjˈel#}
518    | #mˈelior# | #mˈexr# {GOLD: #mexˈoɾ#}
519    | #mˈembrum# | #mˈewbɾo# {GOLD: #mjˈembɾo#}
520    | #mˈeːn̪sem# | #mˈeθe# {GOLD: #mˈes#}
521    | #mˈeːn̪sɑm# | #mˈeθɑ# {GOLD: #mˈesɑ#}
522    | #mˈen̪t̪em# | #mˈen̪t̪e# {GOLD: #mˈen̪t̪e#}
523    | #mˈerd̪ɑ# | #wʝɾd̪ɑ# {GOLD: #mjˈeɾd̪ɑ#}
524    | #mˈerulum# | #wʝɾlo# {GOLD: #mˈiɾlo#}
525    | #mˈessem# | #wʝθe# {GOLD: #mjˈes#}
526    | #mˈet̪um# | #wʝd̪o# {GOLD: #mjˈed̪o#}
527    | #mˈeus# | #wxˈos# {GOLD: #mˈios#}
528    | #mˈihi# | #wʝˈe# {GOLD: #mˈi#}
529    | #mˈilium# | #mˈexo# {GOLD: #mˈixo#}
530    | #mˈin̪us# | #mˈen̪s# {GOLD: #mˈen̪os#}
531    | #mˈiːkɑm# | #mˈiɡɑ# {GOLD: #mˈiɡɑ#}
532    | #mˈiːlle# | #mˈiʎe# {GOLD: #mˈil#}
533    | #mˈobilem# | #wble# {GOLD: #mwˈeble#}
534    | #mˈod̪ium# | #mˈoθo# {GOLD: #mˈoʝo#}
535    | #mˈod̪um# | #wd̪o# {GOLD: #mˈod̪o#}
536    | #mˈollem# | #mwˈel# {GOLD: #mwˈeʝe#}
537    | #mˈolɑ# | #ɣʷlɑ# {GOLD: #mwˈelɑ#}
538    | #mˈon̪t̪em# | #mˈon̪t̪e# {GOLD: #mˈon̪t̪e#}
539    | #mˈorsum# | #ɣʷɾθo# {GOLD: #mwˈeso#}
540    | #mˈort̪em# | #ɣʷɾt̪e# {GOLD: #mwˈeɾt̪e#}
541    | #mˈort̪uːm# | #ɣʷɾt̪o# {GOLD: #mwˈeɾt̪o#}
542    | #mˈukkum# | #mˈoko# {GOLD: #moko#}
543    | #mˈult̪um# | #mwˈit͡ʃo# {GOLD: #mˈut͡ʃo#}
544    | #mˈun̪d̪um# | #mˈun̪d̪o# {GOLD: #mˈon̪d̪o#}
545    | #mˈuriɑm# | #mˈuɾʝɑ# {GOLD: #mwˈeɾɑ#}
546    | #mˈust̪eum# | #mˈuθo# {GOLD: #mˈoθo#}
547    | #mˈust̪id̪um# | #mˈos̪t̪t̪o# {GOLD: #mˈust̪jo#}
548    | #mˈust̪um# | #mˈos̪t̪o# {GOLD: #mˈost̪o#}
549    | #mˈut̪ilum# | #mˈold̪o# {GOLD: #mˈot͡ʃo#}
550    | #mˈut̪ium# | #mˈuθe̯xo# {GOLD: #mˈoθo#}
551    | #mˈuːlɑ# | #mˈulɑ# {GOLD: #mulɑ#}
552    | #mˈuːrum# | #mˈuɾ# {GOLD: #mˈuɾo#}
553    | #mˈuːskulum# | #mˈut͡ʃo# {GOLD: #mˈuslo#}
554    | #mˈɑium# | #mˈɑʝo# {GOLD: #mˈɑʝo#}
